1583616611,::ffff:209.141.36.43,295,MBytes,10.0,247,Mbits
1583620211,::ffff:209.141.36.43,318,MBytes,10.0,266,Mbits
1583623811,::ffff:209.141.36.43,339,MBytes,10.0,284,Mbits
1583627411,::ffff:209.141.36.43,337,MBytes,10.0,282,Mbits
1583630558,::ffff:107.6.183.226,144,Bytes,4.9,234,bits
1583630560,::ffff:107.6.183.226,205,Bytes,0.1,21.1,Kbits
1583630567,::ffff:107.6.183.226,0.00,Bytes,4.4,0.00,bits
1583630574,::ffff:107.6.183.226,159,Bytes,4.9,258,bits
1583630582,::ffff:107.6.183.226,159,Bytes,4.9,258,bits
1583630591,::ffff:107.6.183.226,0.00,Bytes,4.4,0.00,bits
1583630598,::ffff:107.6.183.226,0.00,Bytes,4.4,0.00,bits
1583630606,::ffff:107.6.183.226,0.00,Bytes,4.4,0.00,bits
1583631011,::ffff:209.141.36.43,338,MBytes,10.0,283,Mbits
1583634611,::ffff:209.141.36.43,339,MBytes,10.1,283,Mbits
1583638211,::ffff:209.141.36.43,340,MBytes,10.0,284,Mbits
1583641811,::ffff:209.141.36.43,339,MBytes,10.0,284,Mbits
1583645411,::ffff:209.141.36.43,338,MBytes,10.0,284,Mbits
1583649011,::ffff:209.141.36.43,318,MBytes,10.0,266,Mbits
1583652611,::ffff:209.141.36.43,325,MBytes,10.0,272,Mbits
1583656211,::ffff:209.141.36.43,340,MBytes,10.1,283,Mbits
1583659811,::ffff:209.141.36.43,339,MBytes,10.0,284,Mbits
1583663411,::ffff:209.141.36.43,338,MBytes,10.0,283,Mbits
1583667012,::ffff:209.141.36.43,299,MBytes,10.1,249,Mbits
1583670612,::ffff:209.141.36.43,336,MBytes,10.0,281,Mbits
1583674212,::ffff:209.141.36.43,332,MBytes,10.0,278,Mbits
1583675378,::ffff:93.174.95.106,39.0,Bytes,5.2,60.3,bits
1583675378,::ffff:93.174.95.106,517,Bytes,5.6,744,bits
1583677812,::ffff:209.141.36.43,332,MBytes,10.1,277,Mbits
1583681412,::ffff:209.141.36.43,334,MBytes,10.1,279,Mbits
1583685012,::ffff:209.141.36.43,254,MBytes,10.1,212,Mbits
1583686450,::ffff:5.8.18.88,47.0,Bytes,507.9,0.74,bits
1583686887,::ffff:5.8.18.88,47.0,Bytes,24.5,15.3,bits
1583688612,::ffff:209.141.36.43,318,MBytes,10.0,266,Mbits
1583689121,::ffff:5.8.18.88,47.0,Bytes,234.7,1.60,bits
1583689289,::ffff:5.8.18.88,47.0,Bytes,739.7,0.51,bits
1583690392,::ffff:172.105.57.37,11.0,Bytes,5.0,17.5,bits
1583692211,::ffff:209.141.36.43,338,MBytes,10.0,282,Mbits
1583695811,::ffff:209.141.36.43,338,MBytes,10.0,283,Mbits
1583699411,::ffff:209.141.36.43,337,MBytes,10.0,283,Mbits
1583703011,::ffff:209.141.36.43,338,MBytes,10.0,283,Mbits
1583706611,::ffff:209.141.36.43,238,MBytes,10.1,198,Mbits
1583710211,::ffff:209.141.36.43,206,MBytes,10.1,171,Mbits
1583713811,::ffff:209.141.36.43,259,MBytes,10.0,216,Mbits
1583717411,::ffff:209.141.36.43,246,MBytes,10.1,205,Mbits
1583721011,::ffff:209.141.36.43,293,MBytes,10.1,245,Mbits
1583724611,::ffff:209.141.36.43,333,MBytes,10.0,278,Mbits
1583728211,::ffff:209.141.36.43,334,MBytes,10.0,280,Mbits
1583731811,::ffff:209.141.36.43,333,MBytes,10.0,278,Mbits
1583733782,::ffff:45.142.152.240,517,Bytes,10.0,413,bits
1583735411,::ffff:209.141.36.43,334,MBytes,10.0,279,Mbits
1583739011,::ffff:209.141.36.43,333,MBytes,10.0,279,Mbits
1583742303,::ffff:54.245.54.91,293,Bytes,89.9,26.1,bits
1583742611,::ffff:209.141.36.43,335,MBytes,10.0,280,Mbits
1583746154,::ffff:89.248.168.112,0.00,Bytes,9.4,0.00,bits
1583746211,::ffff:209.141.36.43,334,MBytes,10.0,280,Mbits
1583749811,::ffff:209.141.36.43,329,MBytes,10.0,275,Mbits
1583753411,::ffff:209.141.36.43,332,MBytes,10.0,279,Mbits
1583757011,::ffff:209.141.36.43,241,MBytes,10.1,200,Mbits
1583760611,::ffff:209.141.36.43,325,MBytes,10.0,272,Mbits
1583764211,::ffff:209.141.36.43,319,MBytes,10.0,267,Mbits
1583767811,::ffff:209.141.36.43,249,MBytes,10.0,208,Mbits
1583771411,::ffff:209.141.36.43,298,MBytes,10.0,249,Mbits
1583775012,::ffff:209.141.36.43,273,MBytes,10.0,229,Mbits
1583778612,::ffff:209.141.36.43,270,MBytes,10.1,225,Mbits
1583782211,::ffff:209.141.36.43,296,MBytes,10.0,247,Mbits
1583785811,::ffff:209.141.36.43,279,MBytes,10.0,234,Mbits
1583789412,::ffff:209.141.36.43,289,MBytes,10.0,242,Mbits
1583793011,::ffff:209.141.36.43,248,MBytes,10.0,207,Mbits
1583794509,::ffff:194.61.24.119,47.0,Bytes,692.1,0.54,bits
1583796611,::ffff:209.141.36.43,164,MBytes,10.1,135,Mbits
1583800212,::ffff:209.141.36.43,282,MBytes,10.1,235,Mbits
1583803811,::ffff:209.141.36.43,71.0,MBytes,10.0,59.4,Mbits
1583804085,::ffff:207.62.145.211,3.88,MBytes,10.9,2.99,Mbits
1583807411,::ffff:209.141.36.43,277,MBytes,10.0,232,Mbits
1583811011,::ffff:209.141.36.43,255,MBytes,10.0,213,Mbits
1583814611,::ffff:209.141.36.43,320,MBytes,10.1,267,Mbits
1583818211,::ffff:209.141.36.43,288,MBytes,10.1,239,Mbits
1583821811,::ffff:209.141.36.43,301,MBytes,10.0,252,Mbits
1583821965,::ffff:85.93.20.170,47.0,Bytes,2936.0,0.13,bits
1583825411,::ffff:209.141.36.43,318,MBytes,10.0,265,Mbits
1583829013,::ffff:209.141.36.43,301,MBytes,10.1,251,Mbits
1583832611,::ffff:209.141.36.43,314,MBytes,10.1,262,Mbits
1583836211,::ffff:209.141.36.43,334,MBytes,10.0,280,Mbits
1583839811,::ffff:209.141.36.43,336,MBytes,10.0,281,Mbits
1583843411,::ffff:209.141.36.43,329,MBytes,10.0,276,Mbits
1583847011,::ffff:209.141.36.43,326,MBytes,9.7,281,Mbits
1583847763,::ffff:194.61.24.119,47.0,Bytes,11.5,32.7,bits
1583847842,::ffff:194.61.24.119,47.0,Bytes,840.4,0.45,bits
1583850260,::ffff:85.93.20.170,47.0,Bytes,379.3,0.99,bits
1583850611,::ffff:209.141.36.43,330,MBytes,10.0,276,Mbits
1583854213,::ffff:209.141.36.43,1.25,MBytes,11.7,897,Kbits
1583857811,::ffff:209.141.36.43,100,MBytes,10.0,84.1,Mbits
1583861411,::ffff:209.141.36.43,226,MBytes,10.1,188,Mbits
1583865011,::ffff:209.141.36.43,336,MBytes,10.0,282,Mbits
1583868611,::ffff:209.141.36.43,333,MBytes,10.0,279,Mbits
1583872211,::ffff:209.141.36.43,320,MBytes,10.0,268,Mbits
1583875811,::ffff:209.141.36.43,340,MBytes,10.0,285,Mbits
1583879412,::ffff:209.141.36.43,321,MBytes,10.1,268,Mbits
1583883012,::ffff:209.141.36.43,320,MBytes,10.0,267,Mbits
1583886612,::ffff:209.141.36.43,244,MBytes,10.0,204,Mbits
1583890212,::ffff:209.141.36.43,316,MBytes,10.0,265,Mbits
1583893812,::ffff:209.141.36.43,337,MBytes,10.0,282,Mbits
1583897412,::ffff:209.141.36.43,337,MBytes,10.0,282,Mbits
1583900216,::ffff:198.108.67.48,2.00,Bytes,1.0,16.0,bits
1583900217,::ffff:198.108.67.48,44.0,Bytes,0.1,4.27,Kbits
1583900806,::ffff:194.61.24.119,47.0,Bytes,12.3,30.6,bits
1583900827,::ffff:194.61.24.119,47.0,Bytes,211.6,1.78,bits
1583901012,::ffff:209.141.36.43,339,MBytes,10.0,283,Mbits
1583904612,::ffff:209.141.36.43,340,MBytes,10.0,285,Mbits
1583908212,::ffff:209.141.36.43,339,MBytes,10.0,284,Mbits
1583911812,::ffff:209.141.36.43,339,MBytes,10.0,284,Mbits
1583912786,::ffff:83.97.20.46,18.0,Bytes,10.1,14.2,bits
1583915412,::ffff:209.141.36.43,339,MBytes,10.0,284,Mbits
1583922611,::ffff:209.141.36.43,337,MBytes,10.0,282,Mbits
1583926211,::ffff:209.141.36.43,335,MBytes,10.0,281,Mbits
1583926604,::ffff:223.71.167.166,7.00,Bytes,16.2,3.46,bits
1583926646,::ffff:223.71.167.166,517,Bytes,20.1,206,bits
1583929811,::ffff:209.141.36.43,335,MBytes,10.0,281,Mbits
1583933411,::ffff:209.141.36.43,332,MBytes,10.0,278,Mbits
1583937011,::ffff:209.141.36.43,334,MBytes,10.0,279,Mbits
1583940611,::ffff:209.141.36.43,327,MBytes,10.0,274,Mbits
1583944211,::ffff:209.141.36.43,293,MBytes,10.0,245,Mbits
1583947811,::ffff:209.141.36.43,314,MBytes,10.0,263,Mbits
1583951411,::ffff:209.141.36.43,331,MBytes,10.0,277,Mbits
1583955011,::ffff:209.141.36.43,324,MBytes,10.0,271,Mbits
1583958615,::ffff:209.141.36.43,310,KBytes,13.9,183,Kbits
1583962212,::ffff:209.141.36.43,640,KBytes,10.3,508,Kbits
1583965812,::ffff:209.141.36.43,116,MBytes,10.0,96.8,Mbits
1583969412,::ffff:209.141.36.43,333,MBytes,10.0,279,Mbits
1583973011,::ffff:209.141.36.43,116,MBytes,10.0,97.4,Mbits
1583976611,::ffff:209.141.36.43,332,MBytes,10.0,278,Mbits
1583980212,::ffff:209.141.36.43,330,MBytes,10.0,276,Mbits
1583983812,::ffff:209.141.36.43,334,MBytes,10.0,280,Mbits
1583987412,::ffff:209.141.36.43,332,MBytes,10.0,278,Mbits
1583991012,::ffff:209.141.36.43,323,MBytes,10.0,269,Mbits
1583994612,::ffff:209.141.36.43,336,MBytes,10.0,282,Mbits
1583997647,::ffff:141.98.9.23,47.0,Bytes,414.6,0.91,bits
1583998211,::ffff:209.141.36.43,340,MBytes,10.0,284,Mbits
1584001811,::ffff:209.141.36.43,340,MBytes,10.0,284,Mbits
1584005411,::ffff:209.141.36.43,339,MBytes,10.0,284,Mbits
1584009012,::ffff:209.141.36.43,326,MBytes,10.0,273,Mbits
1584012612,::ffff:209.141.36.43,337,MBytes,10.0,282,Mbits
1584016212,::ffff:209.141.36.43,336,MBytes,10.0,281,Mbits
1584019666,::ffff:45.136.108.67,47.0,Bytes,1525.5,0.25,bits
1584019812,::ffff:209.141.36.43,337,MBytes,10.0,282,Mbits
1584023412,::ffff:209.141.36.43,323,MBytes,10.0,271,Mbits
1584027012,::ffff:209.141.36.43,334,MBytes,10.0,279,Mbits
1584030590,::ffff:141.98.83.11,47.0,Bytes,574.3,0.65,bits
1584030612,::ffff:209.141.36.43,313,MBytes,10.0,261,Mbits
1584034211,::ffff:209.141.36.43,327,MBytes,10.0,274,Mbits
1584037811,::ffff:209.141.36.43,336,MBytes,10.0,281,Mbits
1584041411,::ffff:209.141.36.43,338,MBytes,10.0,282,Mbits
1584043494,::ffff:80.82.65.234,142,Bytes,3693.7,0.31,bits
1584048611,::ffff:209.141.36.43,336,MBytes,10.0,281,Mbits
1584052211,::ffff:209.141.36.43,336,MBytes,10.0,281,Mbits
1584055811,::ffff:209.141.36.43,339,MBytes,10.0,284,Mbits
1584059411,::ffff:209.141.36.43,341,MBytes,10.0,285,Mbits
1584063011,::ffff:209.141.36.43,337,MBytes,10.0,282,Mbits
1584066611,::ffff:209.141.36.43,339,MBytes,10.0,284,Mbits
1584070211,::ffff:209.141.36.43,339,MBytes,10.0,283,Mbits
1584073811,::ffff:209.141.36.43,338,MBytes,10.0,283,Mbits
1584077411,::ffff:209.141.36.43,338,MBytes,10.0,283,Mbits
1584081011,::ffff:209.141.36.43,245,MBytes,10.1,204,Mbits
1584084612,::ffff:209.141.36.43,225,MBytes,10.1,187,Mbits
1584088212,::ffff:209.141.36.43,313,MBytes,10.1,259,Mbits
1584091812,::ffff:209.141.36.43,333,MBytes,10.0,279,Mbits
1584095411,::ffff:209.141.36.43,325,MBytes,10.0,272,Mbits
1584099011,::ffff:209.141.36.43,340,MBytes,10.0,285,Mbits
1584102611,::ffff:209.141.36.43,337,MBytes,10.0,282,Mbits
1584106211,::ffff:209.141.36.43,339,MBytes,10.1,283,Mbits
1584109811,::ffff:209.141.36.43,335,MBytes,10.0,280,Mbits
1584113411,::ffff:209.141.36.43,258,MBytes,10.1,216,Mbits
1584117011,::ffff:209.141.36.43,328,MBytes,10.0,274,Mbits
1584120611,::ffff:209.141.36.43,326,MBytes,10.0,273,Mbits
1584124211,::ffff:209.141.36.43,324,MBytes,10.0,271,Mbits
1584127812,::ffff:209.141.36.43,328,MBytes,10.0,274,Mbits
1584131412,::ffff:209.141.36.43,327,MBytes,10.0,274,Mbits
1584132809,::ffff:185.202.2.35,0.00,Bytes,0.0,0.00,bits
1584132821,::ffff:185.202.2.35,93.0,Bytes,11.9,62.3,bits
1584132833,::ffff:185.202.2.35,93.0,Bytes,11.9,62.5,bits
1584133516,::ffff:92.63.196.7,47.0,Bytes,2088.8,0.18,bits
1584135012,::ffff:209.141.36.43,333,MBytes,10.0,279,Mbits
1584138612,::ffff:209.141.36.43,334,MBytes,10.0,279,Mbits
1584141892,::ffff:185.164.72.241,47.0,Bytes,12073.5,0.03,bits
1584142212,::ffff:209.141.36.43,334,MBytes,10.0,279,Mbits
1584145812,::ffff:209.141.36.43,334,MBytes,10.0,279,Mbits
1584149412,::ffff:209.141.36.43,335,MBytes,10.0,281,Mbits
1584153012,::ffff:209.141.36.43,334,MBytes,10.0,279,Mbits
1584156612,::ffff:209.141.36.43,332,MBytes,10.0,278,Mbits
1584160212,::ffff:209.141.36.43,334,MBytes,10.0,279,Mbits
1584163812,::ffff:209.141.36.43,334,MBytes,10.0,280,Mbits
1584167412,::ffff:209.141.36.43,321,MBytes,10.1,268,Mbits
1584171011,::ffff:209.141.36.43,212,MBytes,10.1,177,Mbits
1584174611,::ffff:209.141.36.43,327,MBytes,10.0,274,Mbits
1584176093,::ffff:185.164.72.241,47.0,Bytes,59856.5,0.01,bits
1584178211,::ffff:209.141.36.43,332,MBytes,10.0,278,Mbits
1584181811,::ffff:209.141.36.43,249,MBytes,10.0,208,Mbits
1584185411,::ffff:209.141.36.43,334,MBytes,10.0,280,Mbits
1584189011,::ffff:209.141.36.43,333,MBytes,10.0,279,Mbits
1584192611,::ffff:209.141.36.43,332,MBytes,10.0,278,Mbits
1584196211,::ffff:209.141.36.43,334,MBytes,10.0,280,Mbits
1584199811,::ffff:209.141.36.43,334,MBytes,10.0,280,Mbits
1584203411,::ffff:209.141.36.43,332,MBytes,10.0,278,Mbits
1584207011,::ffff:209.141.36.43,223,MBytes,10.1,186,Mbits
1584210611,::ffff:209.141.36.43,223,MBytes,10.1,185,Mbits
1584214248,::ffff:209.141.36.43,14.8,MBytes,46.5,2.66,Mbits
1584217811,::ffff:209.141.36.43,115,MBytes,10.0,96.1,Mbits
1584221411,::ffff:209.141.36.43,331,MBytes,10.0,277,Mbits
1584225011,::ffff:209.141.36.43,310,MBytes,10.0,259,Mbits
1584226705,::ffff:5.8.18.88,47.0,Bytes,756.6,0.50,bits
1584227149,::ffff:5.8.18.88,47.0,Bytes,494.3,0.76,bits
1584228611,::ffff:209.141.36.43,340,MBytes,10.0,284,Mbits
1584229135,::ffff:5.8.18.88,47.0,Bytes,640.2,0.59,bits
1584229389,::ffff:5.8.18.88,47.0,Bytes,369.1,1.02,bits
1584232211,::ffff:209.141.36.43,340,MBytes,10.0,285,Mbits
1584235811,::ffff:209.141.36.43,324,MBytes,10.0,271,Mbits
