1582949742,209.141.36.43,0.087300,0,10.115903,42,2871
1582950765,209.141.36.43,0.090233,0,10.115465,0,1511
1582954364,209.141.36.43,0.108028,0,10.116170,0,1511
1582957965,209.141.36.43,0.105319,0,10.115861,0,1511
1582961564,209.141.36.43,0.093779,0,10.118458,0,1511
1582965165,209.141.36.43,0.092828,0,10.115389,0,1511
1582968765,209.141.36.43,0.096884,0,10.118422,4,1511
1582972365,209.141.36.43,0.110339,0,10.115816,2,1511
1582975964,209.141.36.43,0.087119,0,10.116183,2,1511
1582979565,209.141.36.43,0.093906,0,10.116946,1,1511
1582983164,209.141.36.43,0.106964,0,10.117355,0,1511
1582986765,209.141.36.43,0.169993,0,10.115793,0,1511
1582990365,209.141.36.43,0.097147,0,10.118225,0,1511
1582993965,209.141.36.43,0.107912,0,10.116742,5,1511
1582997565,209.141.36.43,0.105813,0,10.117158,0,1511
1583001165,209.141.36.43,0.099792,0,10.119488,0,1511
1583004764,209.141.36.43,0.094251,0,10.117586,2,1511
1583008365,209.141.36.43,0.089601,0,10.116685,2,1511
1583011964,209.141.36.43,0.128007,0,10.116919,1,1511
1583015565,209.141.36.43,0.095534,0,10.131551,0,1511
1583019164,209.141.36.43,0.076956,0,10.116676,0,1511
1583022765,209.141.36.43,0.088495,0,10.115409,3,1511
1583026365,209.141.36.43,0.094279,0,10.117689,0,1511
1583029965,209.141.36.43,0.091355,0,10.115799,0,1511
1583033565,209.141.36.43,0.099970,0,10.147120,0,1511
1583037165,209.141.36.43,0.102748,0,10.429454,0,1511
1583040764,209.141.36.43,0.140918,0,10.116592,0,1511
1583044365,209.141.36.43,0.386026,0,10.116808,2,1511
1583047964,209.141.36.43,0.130427,0,10.116560,0,1511
1583051565,209.141.36.43,0.097489,0,10.118251,0,1511
1583055165,209.141.36.43,0.091864,0,10.128497,0,1511
1583058764,209.141.36.43,0.332289,0,10.117245,0,1511
1583062365,209.141.36.43,0.090122,0,10.117049,0,1511
1583065965,209.141.36.43,0.143624,0,10.116780,2,1511
1583069564,209.141.36.43,0.096553,0,10.117003,0,1511
1583073165,209.141.36.43,0.089082,0,10.116811,2,1511
1583076764,209.141.36.43,0.093445,0,10.115925,0,1511
